overall,reviewText,summary,
3,I always wear a womans 9 in Nikes but these are bigger than usual. The right one almost slips off my foot a bit.  They are really light and not as sturdy as what I was looking for but over all not bad.,They are really light and not as sturdy as what I was looking for but over all ...,
3," l always buy Nike shoes and been happy so far, but this time my left shoe fit perfectly while the right shoe was too loose on my heal and when I tighten it more it was hurting side of my foot.",l always buy Nike shoes and been happy so far,
3,I returned them...found a Ryka pair I liked better,found a Ryka pair I liked,
3,the toe is rounded and the material is weird. the Nike Womens Flex Trainer 6 is way better looking and costs about the same.,the Nike Womens Flex Trainer 6 is way better looking and costs about the same,
3," Bought these shoes with HIIT in mind, but not too sure how I like the fit on my foot. First time to wear them, not great for running. Maybe after they're broken in a little they'll get better. If you just need a comfortable pair of shoes for walking, they're fine.",OK,
3,Very low cut heel so if you training and pushing sleds - I ran right out of shoes! Although the traction on toe and heel are great,Low cut heels,
3," Good indoor training shoes for running on treadmill, doing lunges and regular exercises at the gym. These are very flexible, light weight and comfortable. Grip is okay - sticky rubber is used only at the edges of heel and toe areas so I slipped a little when I worked on cable machines, resistance band, etc. on un-carpeted floor.  I would emphasize that if you do lifting as a part of your everyday routine workout I would not recommend them because mine (cushion) lasted only for six months and this is the reason I gave three stars. Other than that, I liked them!",Good indoor training shoes,
3," I got the impression it's cushiony and comfy by reading the reviews on this product, when i tried it on it was a much firmer than my other work shoes, i'm standing all day and need enough support and comfort, this isn't the right product for that.\nSo i had to return it, but i would assume it would work fine for training.\n\nIt looks decent and clean. and seems sturdy.  just not the right thing for me.\nI was refunded instantly upon returning so.. credit for that.",Just wasn't what i was looking for,
3,Ugh... way to large - is this for a man?,Nope,
3," Fit is fine, but not much cushioning in the footbed. The first time wearing them on a long walk I developed a blister on the bottom of my foot.",Not my favorites...,
3," Meh, felt very comfortable but provided no support. Seem like a good option for walking around in the summer but not for aerobics or lateral movements",Meh,
3," I was shocked at how small these shoes were, not true at all to size, and I own multiple shoes in this brand. The quality could have been better, in my opinion -- very little support from the upper."," Too small, flimsy upper",
3,Squeaky,Three Stars,
3,Good for non-aerobic workout. Mesh was very comfortable but no support for lateral movrment.,Not for aerobic exercise,
3,After my purchased I found out they are overpriced. They feel good but I will not recommended if you need Wide fit.,They feel good but I will not recommended if you need Wide ...,
3," I bought a pair of these in my size, but they are too small. I can get my feet in them but not comfortably. It's too bad because I can tell the soles are comfortable. Of course, now I've work them to work so I can't return them.",Get a half-size or more larger than usual.,
3,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,Not as expected,
3,I got a hot spot on the bottom of my foot the first day I wore them.,Great red color,
3,Not a fan. Shoes looked great but too narrow for most feet.,Shoes looked great but too narrow for most feet,
3," These shoes look really great. However, slightly loose. The problems with lack of support arose when I exercised. It feels like there is little to no support in them. Possibly this is a shoe more geared for an office environment or short walking distances.",Unnacceptable. Zero support,
3,\nI road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.\nI LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.,Hurt my knees and back running,
3,I always buy the same size this ones came to large,large shoe,
3," Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.",Cute,
3," This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable."," LOOKS GOOD, FEELS ICKY!",
3,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,
3,Fit fine...did not like color in person,Three Stars,
